Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
142,Saturday Sep 6,boxscore,CIN,,CHC,L,9,14,,63-79,5,23.0,Marquis,Cueto,,3:15,N,41204,.00,-,
143,Sunday Sep 7,boxscore,CIN,,CHC,W-wo,4,3,,64-79,5,22.0,Cordero,Wood,,3:02,D,37540,.00,+,
144,Monday Sep 8,boxscore,CIN,@,MIL,W,5,4,,65-79,5,21.5,Burton,Torres,Cordero,2:52,N,30867,.00,++,
145,Tuesday Sep 9,boxscore,CIN,@,MIL,W,5,4,11,66-79,5,20.5,Adkins,McClung,Cordero,4:21,N,30312,.00,+++,
146,Wednesday Sep 10,boxscore,CIN,@,MIL,L,3,4,,66-80,5,21.5,Mota,Weathers,Torres,2:45,D,30124,.00,-,
147,Friday Sep 12,boxscore,CIN,@,ARI,L,2,3,,66-81,5,22.5,Webb,Harang,Qualls,2:39,N,29046,.00,--,
148,Saturday Sep 13,boxscore,CIN,@,ARI,W,3,2,10,67-81,5,22.0,Weathers,Pena,Cordero,4:01,N,45075,.00,+,
149,Sunday Sep 14,boxscore,CIN,@,ARI,W,2,1,10,68-81,5,22.0,Weathers,Rauch,Cordero,3:23,D,27297,.00,++,
150,Tuesday Sep 16,boxscore,CIN,,STL,W,7,2,,69-81,5,22.5,Arroyo,Looper,,2:32,N,19708,.00,+++,
151,Wednesday Sep 17,boxscore,CIN,,STL,W,3,0,,70-81,5,21.5,Harang,Wellemeyer,,2:16,N,14850,.00,++++,
152,Thursday Sep 18,boxscore,CIN,,STL,L,4,5,,70-82,5,22.5,Lohse,Volquez,Motte,3:01,N,14041,.00,-,
153,Friday Sep 19,boxscore,CIN,,MIL,W,11,2,,71-82,5,21.5,Ramirez,Suppan,,2:50,N,20855,.00,+,
154,Saturday Sep 20,boxscore,CIN,,MIL,W,4,3,,72-82,5,21.5,Cueto,Sabathia,Cordero,3:18,D,24440,.00,++,
155,Sunday Sep 21,boxscore,CIN,,MIL,L,1,8,,72-83,5,22.5,Coffey,Arroyo,,3:04,D,22624,.00,-,
156,Monday Sep 22,boxscore,CIN,,FLA,W,7,5,,73-83,5,22.5,Harang,Miller,Cordero,2:58,D,13565,.00,+,2008-05-15 (Rain)
157,Tuesday Sep 23,boxscore,CIN,@,HOU,W,2,1,,74-83,5,21.5,Volquez,Rodriguez,Cordero,3:02,N,27561,.00,++,
158,Wednesday Sep 24,boxscore,CIN,@,HOU,L,0,5,,74-84,5,22.5,Wolf,Ramirez,,3:03,N,26103,.00,-,
159,Thursday Sep 25,boxscore,CIN,@,HOU,L,6,8,,74-85,5,22.5,Oswalt,Cueto,Valverde,3:24,N,31204,.00,--,
160,Friday Sep 26,boxscore,CIN,@,STL,L-wo,6,7,,74-86,5,22.5,Franklin,Bray,,2:44,N,44709,.00,---,
161,Saturday Sep 27,boxscore,CIN,@,STL,L,5,8,,74-87,5,23.5,Wellemeyer,Harang,,2:37,N,43682,.00,----,
162,Sunday Sep 28,boxscore,CIN,@,STL,L,4,11,,74-88,5,23.5,Thompson,Pettyjohn,,2:43,D,43300,.00,-----,
