Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
124,Sunday Aug 17,boxscore,ATL,,SFG,L,1,3,,56-68,4,12.0,Lincecum,Morton,Wilson,3:04,D,30503,.02,-,
125,Monday Aug 18,boxscore,ATL,,SFG,L,0,5,,56-69,4,12.0,Zito,Campillo,,2:33,D,18113,.01,--,
126,Tuesday Aug 19,boxscore,ATL,@,NYM,L,3,7,,56-70,4,13.0,Heilman,Bennett,,2:57,N,50589,.01,---,
127,Wednesday Aug 20,boxscore,ATL,@,NYM,L,3,6,,56-71,4,14.0,Pelfrey,Jurrjens,,2:08,N,50178,.00,----,
128,Thursday Aug 21,boxscore,ATL,@,NYM,L-wo,4,5,,56-72,4,15.0,Ayala,Núñez,,2:58,N,51952,.00,-----,
129,Friday Aug 22,boxscore,ATL,@,STL,L,3,18,,56-73,4,16.0,Wainwright,Morton,Pineiro,3:08,N,43926,.00,------,
130,Saturday Aug 23,boxscore,ATL,@,STL,W,8,4,,57-73,4,15.0,Carlyle,McClellan,Gonzalez,3:13,D,44074,.00,+,
131,Sunday Aug 24,boxscore,ATL,@,STL,L,3,6,,57-74,4,15.0,Looper,Reyes,Perez,2:35,D,43361,.00,-,
132,Tuesday Aug 26,boxscore,ATL,,FLA,W-wo,10,9,,58-74,4,15.0,Ohman,Gregg,,3:31,N,17539,.00,+,
133,Wednesday Aug 27,boxscore,ATL,,FLA,L,1,4,,58-75,4,15.5,Johnson,Hampton,,2:16,N,19755,.00,-,
134,Thursday Aug 28,boxscore,ATL,,FLA,W,4,2,,59-75,4,15.0,Morton,Sanchez,Gonzalez,2:27,N,20155,.00,+,
135,Friday Aug 29,boxscore,ATL,@,WSN,L,3,7,,59-76,4,16.0,Perez,Campillo,Hanrahan,2:59,N,22737,.00,-,
